[decompyle3] D:\sml8\companies\__pycache__\admin.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\log.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\msvc9compiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\msvccompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\py38compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\py39compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\spawn.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\sysconfig.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\text_file.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\unixccompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\util.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\version.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\versionpredicate.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_collections.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_functools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_macos_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\_msvccompiler.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist_dumb.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist_msi.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist_rpm.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\bdist_wininst.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_clib.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_ext.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_py.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\build_scripts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\check.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\clean.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\config.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_data.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_egg_info.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_headers.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_lib.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\install_scripts.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\py37compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\register.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\sdist.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\upload.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\_framework_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_distutils\command\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\__pycache__\ordered_set.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\__pycache__\typing_extensions.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\__pycache__\zipp.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_adapters.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_collections.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_functools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_itertools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_meta.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\_text.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_metadata\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\abc.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\readers.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\simple.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\_adapters.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\_common.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\_compat.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\_itertools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\_legacy.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\importlib_resources\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\context.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\functools.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\jaraco\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
[decompyle3] D:\sml8\sml8_backup\venv\Lib\site-packages\setuptools\_vendor\jaraco\text\__pycache__\__init__.cpython-310.pyc: main() missing 4 required positional arguments: 'in_base', 'out_base', 'compiled_files', and 'source_files'
